date,avg_temperature_c,total_rainfall_mm,avg_humidity,sensor_count
2026-03-04,25.856346153846154,985.43,58.020833333333336,31
2026-03-05,27.802857142857142,1389.47,66.55932203389831,36
2026-03-06,28.014375,838.48,59.51162790697674,33
2026-03-07,28.22984375,1221.24,59.98275862068966,37
2026-03-08,26.05017857142857,1180.15,62.94,37
2026-03-09,29.115111111111112,1001.0600000000001,58.06818181818182,32
2026-03-10,27.46611111111111,1052.03,63.55102040816327,35
2026-03-11,28.504444444444445,1383.44,63.516666666666666,39
2026-03-12,27.017241379310345,1310.02,59.79245283018868,31
2026-03-13,28.6565306122449,913.2,60.23913043478261,27
2026-03-14,28.143414634146342,1031.51,62.22857142857143,29
2026-03-15,25.283035714285713,1154.41,64.33333333333333,37
2026-03-16,27.44173913043478,980.48,61.348837209302324,32
2026-03-17,27.00396551724138,1204.11,61.23529411764706,35
2026-03-18,26.945098039215686,1082.85,67.20454545454545,33
2026-03-19,27.854444444444447,1198.81,64.3529411764706,33
2026-03-20,28.44980769230769,1126.03,58.645833333333336,36
2026-03-21,30.07658536585366,668.07,56.65714285714286,27
2026-03-22,26.946862745098038,1123.85,64.19565217391305,34
2026-03-23,26.639433962264153,931.8000000000001,64.5,34
2026-03-24,27.41982456140351,1182.56,62.22222222222222,36
2026-03-25,27.61520833333333,1296.02,62.45454545454545,35
2026-03-26,27.779811320754714,1162.44,60.5531914893617,32
2026-03-27,27.25406779661017,1309.57,63.49090909090909,38
2026-03-28,27.677777777777777,1337.32,65.14285714285714,38
2026-03-29,27.604545454545455,1217.4,66.09615384615384,33
2026-03-30,27.762291666666666,1040.72,66.14285714285714,31
2026-03-31,29.909444444444446,1133.53,57.1875,36
2026-04-01,25.805636363636363,970.34,58.93877551020408,32
2026-04-02,27.229583333333334,943.58,66.8936170212766,32
2026-04-03,27.7003125,1255.72,64.7,34
2026-04-04,27.533898305084747,1078.93,61.43396226415094,35
2026-04-05,29.32137931034483,1221.42,62.244897959183675,34
2026-04-06,26.878125,907.7,67.63636363636364,31
2026-04-07,25.66390625,1385.04,63.62068965517241,39
2026-04-08,27.88542372881356,1372.86,62.388888888888886,34
2026-04-09,26.836721311475408,1291.82,67.0,33
2026-04-10,26.8962962962963,1211.87,66.5625,32
2026-04-11,26.69813559322034,1264.13,62.56603773584906,33
2026-04-12,28.91977777777778,939.92,65.6829268292683,30
2026-04-13,27.50720588235294,1649.48,59.61290322580645,38
2026-04-14,26.981355932203392,1167.57,59.25925925925926,34
2026-04-15,27.723061224489797,1081.75,59.91489361702128,30
2026-04-16,26.627959183673468,1057.34,60.71111111111111,35
2026-04-17,26.686,1293.54,64.44186046511628,29
2026-04-18,28.659166666666668,979.21,59.725,31
2026-04-19,27.4934,1054.63,56.76086956521739,32
2026-04-20,26.962083333333336,1004.01,61.18181818181818,29
2026-04-21,26.989166666666666,985.07,60.34146341463415,33
2026-04-22,27.784423076923076,1015.45,63.883720930232556,38
2026-04-23,27.505499999999998,1290.47,63.113207547169814,36
2026-04-24,26.239636363636365,1111.16,69.06818181818181,36
2026-04-25,28.543695652173913,1082.07,63.34146341463415,31
2026-04-26,28.249850746268656,1787.86,62.10526315789474,39
2026-04-27,25.77957446808511,822.01,59.375,36
2026-04-28,27.176199999999998,976.48,62.77272727272727,30
2026-04-29,29.130196078431375,1099.72,60.93333333333333,32
2026-04-30,27.1475,1113.31,67.57777777777778,29
2026-05-01,27.515555555555554,1156.37,56.142857142857146,35
2026-05-02,28.972857142857144,1058.3,59.64150943396226,34
2026-05-03,27.214255319148936,1041.08,61.69767441860465,32
2026-05-04,26.670925925925925,1410.69,61.490196078431374,29
2026-05-05,26.78482142857143,1046.95,61.7,36
2026-05-06,27.19326923076923,1122.23,64.63636363636364,32
2026-05-07,27.540714285714284,1361.5,63.57142857142857,40
2026-05-08,28.770892857142858,1057.37,59.81481481481482,31
2026-05-09,26.863333333333333,1098.26,63.979166666666664,33
2026-05-10,28.2014,1187.61,63.5625,31
2026-05-11,27.808222222222224,964.98,61.26190476190476,34
2026-05-12,27.418085106382982,1012.27,60.116279069767444,28
2026-05-13,28.592195121951217,721.41,58.36842105263158,30
2026-05-14,27.148867924528304,1136.72,59.78260869565217,31
2026-05-15,27.99581818181818,1155.99,59.76,39
2026-05-16,28.180172413793105,1098.6200000000001,58.94117647058823,35
2026-05-17,27.049285714285713,1278.8799999999999,64.9,36
2026-05-18,26.728888888888893,1309.52,66.26,32
2026-05-19,28.78441860465116,895.03,64.4,33
2026-05-20,27.552285714285716,735.73,60.42424242424242,23
2026-05-21,26.892307692307693,1197.69,68.0,29
2026-05-22,26.428695652173914,1047.8700000000001,73.53846153846153,30
2026-05-23,28.29566037735849,1270.37,62.0,30
2026-05-24,25.288163265306125,1059.06,64.17021276595744,32
2026-05-25,27.749318181818182,891.87,63.31707317073171,31
2026-05-26,26.36074074074074,1043.59,57.82608695652174,34
2026-05-27,27.895555555555557,1331.05,62.25,35
2026-05-28,25.937222222222225,1115.09,63.78431372549019,35
2026-05-29,26.313389830508473,1115.39,65.1,34
2026-05-30,28.041666666666668,1076.18,62.044444444444444,29
2026-05-31,27.354736842105265,807.7,66.375,28
2026-06-01,27.396274509803924,892.57,67.58333333333333,32
2026-06-02,27.65877551020408,1014.87,62.15909090909091,31
2026-06-03,26.333859649122807,1223.72,62.775510204081634,31
2026-06-04,26.818510638297873,1146.98,63.90909090909091,30
2026-06-05,26.29074074074074,1469.1,60.2,32
2026-06-06,28.017547169811323,1241.9,60.775510204081634,34
2026-06-07,26.180408163265305,1064.7,63.0,36
2026-06-08,27.243333333333336,1095.3,62.1764705882353,33
2026-06-09,27.409827586206895,1164.63,64.40384615384616,37
2026-06-10,27.382380952380952,768.75,64.47368421052632,31
2026-06-11,27.644237288135592,1196.86,62.163636363636364,37
2026-06-12,26.730727272727275,1417.1,59.40816326530612,37
2026-06-13,26.83918367346939,1172.38,62.638297872340424,31
2026-06-14,27.451964285714286,1234.32,62.0,33
2026-06-15,27.09344827586207,1172.01,62.0188679245283,37
2026-06-16,28.39063829787234,948.03,56.42857142857143,30
2026-06-17,28.122978723404255,923.47,60.02564102564103,32
2026-06-18,25.423965517241378,1293.64,62.88235294117647,36
2026-06-19,26.705846153846156,1390.06,64.50847457627118,36
2026-06-20,27.65923076923077,750.59,58.484848484848484,26
2026-06-21,26.945,1157.98,58.54545454545455,32
2026-06-22,25.34733333333333,1071.08,65.88679245283019,37
2026-06-23,28.50181818181818,1046.56,61.212765957446805,33
2026-06-24,28.937441860465114,1006.86,63.73684210526316,32
2026-06-25,27.6735,1340.03,63.535714285714285,37
2026-06-26,25.690888888888885,897.42,64.63888888888889,30
2026-06-27,28.552857142857142,1110.3600000000001,63.129629629629626,35
2026-06-28,27.177297297297297,987.11,63.911764705882355,27
2026-06-29,28.366153846153846,1283.68,59.10526315789474,34
2026-06-30,27.922608695652176,939.91,63.170731707317074,30
2026-07-01,26.985227272727272,924.0500000000001,61.225,32
2026-07-02,28.926956521739132,1008.84,59.76744186046512,27
2026-07-03,24.880000000000003,1320.41,63.06976744186046,35
2026-07-04,28.17706896551724,1115.22,63.763636363636365,35
2026-07-05,27.663703703703703,1214.14,60.8,33
2026-07-06,28.748936170212765,805.27,64.97619047619048,31
2026-07-07,26.7306,947.73,60.61702127659574,31
2026-07-08,27.70560606060606,1626.78,55.03125,36
2026-07-09,26.460169491525424,959.6999999999999,63.53703703703704,34
2026-07-10,27.17056603773585,1207.91,62.212765957446805,35
2026-07-11,27.690851063829786,907.65,58.41463414634146,29
2026-07-12,28.09358490566038,1022.29,63.25,35
2026-07-13,28.928510638297876,888.39,60.25581395348837,31
2026-07-14,27.921111111111113,1022.82,62.08163265306123,32
2026-07-15,27.72317073170732,805.89,54.114285714285714,30
2026-07-16,26.95949152542373,1142.27,58.85454545454545,31
2026-07-17,24.898867924528304,1272.24,63.191489361702125,34
2026-07-18,28.5645,847.12,61.5945945945946,29
2026-07-19,25.61063829787234,824.66,57.785714285714285,30
2026-07-20,27.420392156862746,1188.95,63.422222222222224,31
2026-07-21,28.849787234042555,1053.38,62.7,32
2026-07-22,28.51490566037736,978.47,60.875,34
2026-07-23,25.994415584415584,1676.46,65.55072463768116,39
2026-07-24,27.250151515151515,1277.01,65.52380952380952,39
2026-07-25,26.80574074074074,1098.34,59.42857142857143,35
2026-07-26,24.924285714285713,1103.06,64.15217391304348,31
2026-07-27,27.1134693877551,833.38,60.61702127659574,32
2026-07-28,27.04348837209302,831.0,62.13157894736842,31
2026-07-29,27.737714285714283,834.0,57.90909090909091,25
2026-07-30,27.402244897959186,1041.85,66.02173913043478,31
2026-07-31,28.133454545454544,1259.06,57.0,30
2026-08-01,27.85090909090909,1047.4,63.1219512195122,31
2026-08-02,26.243870967741934,1215.59,64.25925925925925,34
2026-08-03,26.222857142857144,1121.64,59.977777777777774,31
2026-08-04,28.06796875,1464.21,58.74576271186441,36
2026-08-05,27.909565217391304,1059.53,64.04878048780488,30
2026-08-06,23.63653846153846,1045.42,59.145833333333336,33
2026-08-07,28.283050847457627,1343.1100000000001,61.88461538461539,35
2026-08-08,28.159310344827585,1071.75,64.38461538461539,37
2026-08-09,26.4475,930.45,59.53658536585366,33
2026-08-10,26.518524590163935,1408.24,67.18518518518519,37
2026-08-11,26.925362318840577,1597.63,64.13333333333334,40
2026-08-12,29.27978260869565,1203.69,59.74418604651163,29
2026-08-13,27.75969230769231,1309.24,66.25862068965517,36
2026-08-14,26.26890625,1371.94,59.69090909090909,39
2026-08-15,27.051320754716983,1386.39,62.54545454545455,36
2026-08-16,27.28925,930.29,57.75675675675676,25
2026-08-17,28.684150943396226,958.41,61.0,35
2026-08-18,27.147719298245615,1182.78,58.05769230769231,32
2026-08-19,26.85203125,1452.62,62.473684210526315,35
2026-08-20,28.713061224489795,1225.08,61.34090909090909,27
2026-08-21,29.061851851851852,1163.35,57.9,35
2026-08-22,26.266000000000002,1271.02,59.26086956521739,36
2026-08-23,26.53372881355932,1185.63,66.11320754716981,36
2026-08-24,25.386981132075473,1008.64,61.36363636363637,32
2026-08-25,26.34584905660377,1162.76,62.645833333333336,31
2026-08-26,30.062916666666666,1014.54,55.41463414634146,33
2026-08-27,28.71,1184.81,63.609756097560975,32
2026-08-28,26.81155172413793,1499.41,62.68518518518518,34
2026-08-29,27.203541666666666,1255.81,62.68181818181818,30
2026-08-30,28.10871794871795,824.92,59.421052631578945,26
2026-08-31,27.425818181818183,1073.17,61.787234042553195,31
2026-09-01,28.1675,1399.98,60.87096774193548,39
2026-09-02,27.81072727272727,1303.56,60.924528301886795,33
2026-09-03,28.148775510204082,1089.93,64.9047619047619,33
2026-09-04,27.67826923076923,1101.2,66.27659574468085,34
2026-09-05,27.307380952380953,756.85,63.175,24
2026-09-06,26.679827586206898,1282.29,63.92156862745098,35
2026-09-07,27.60581818181818,1119.32,60.229166666666664,32
2026-09-08,28.0555,1131.1,61.01851851851852,33
2026-09-09,27.1552,1159.6,58.38297872340426,33
